Pgr	3.575971	3.495643	3.515545	3.278213	4.081715
Pik3ca	7.067362	6.873465	6.875964	6.222983	6.883368
Pik3cb	4.730001	4.760173	4.895069	4.849203	4.779762
Pik3cd	3.29075	3.134982	3.00934	2.992423	3.677015
Pik3cg	3.128327	3.061206	3.255733	3.180739	3.407048
Pik3r1	6.338399	6.832113	6.317745	7.551376	5.904392
Pik3r2	6.565371	6.199132	6.161748	6.14399	6.44844
Pik3r3	3.911113	3.867336	3.729028	3.734597	4.049016
Pik3r5	4.095671	3.784653	5.258802	5.384656	5.412278
Plce1	5.531437	5.479865	5.580071	5.772129	5.429841
Plcg1	4.646866	4.264064	4.366696	4.001593	4.681281
Plcg2	6.251462	6.239164	7.004217	6.882592	7.383723
Pld1	5.757486	5.729081	6.300567	6.373896	6.231759
Pld2	5.542222	5.412724	5.733109	5.506611	5.577398
Plek	3.955995	4.512114	8.291764	8.860936	6.628226
Pml	3.355804	3.315837	3.838253	3.746646	3.689252
Polr2e	3.534661	3.357578	3.232821	3.252203	3.304162
Pou5f1	3.788904	3.893103	3.879214	3.746048	4.047619
Ppara	10.947252	10.99863	10.088644	10.430795	7.492672
Pparg	5.63705	5.619558	6.284102	6.196764	5.293013
Ppp2r1a	10.149342	9.804409	10.259919	10.06035	9.757538
Ppp2r1b	6.867434	6.607879	7.085113	7.04192	6.806333
Ppt2	8.895266	8.537897	8.763546	8.733957	8.695935
Pram1	4.963005	4.665854	5.09288	4.796484	4.96266
Prdm16	3.916897	3.525193	3.562078	3.356095	3.704641
Preb	8.189018	7.684262	8.614022	7.902683	8.773682
Prkaca	7.368117	7.454268	6.967515	7.596634	6.5274
Prkacb	3.005985	3.089213	2.88542	2.79072	3.092496
Prkca	4.427731	4.395767	4.483063	4.454374	5.000598
Prkcc	3.977108	3.944337	3.997643	3.96085	4.309717
Prkce	6.45114	6.326772	6.380006	6.104798	6.256713
Prkx	5.213226	4.932683	5.595716	5.293606	5.240215
Psma2	9.634477	9.696229	10.191263	10.375924	8.714422
Psma4	11.025788	10.658591	11.025921	10.907775	9.234694
Psma7	9.667751	9.576463	10.090081	10.503976	8.281683
Psmb8	3.513204	3.496436	4.423831	4.197139	4.012547
Psmb9	7.156808	7.795301	10.231793	10.278138	8.945777
Psmc6	9.40171	9.359843	9.696111	9.58348	8.413881
Psmd12	9.057945	9.075775	9.238995	9.391095	8.034828
Psmd6	9.569637	9.386147	9.691844	9.627801	8.712128
Psmd9	2.868662	3.126359	2.887079	2.928381	3.072487
Pten	7.238725	6.934457	6.169422	6.582861	5.28003
Ptges3	10.123729	9.437287	9.758124	9.986689	7.176591
Pth	3.230023	3.170078	3.119581	2.947767	3.203939
Ptk2	3.816216	3.872947	3.808949	3.714355	4.04859
Ptpn11	8.233668	8.067193	8.500222	8.459428	7.655121
Ptpn6	6.152517	6.543021	8.352585	8.739602	7.26719
Ptpra	5.365054	5.210158	5.310785	4.964458	5.436431
Ptprc	3.110697	2.998089	3.635787	3.801554	3.380856
Ptprf	10.089382	9.962933	9.645416	9.406028	8.913976
Pvr	5.888486	5.722454	6.131984	6.054212	6.014512
Pvrl1	3.796762	3.586534	3.437506	3.472346	3.456787
Pvrl2	3.870538	3.702035	3.613966	3.449426	4.001877
Pvrl3	9.246623	8.797793	8.485887	8.077863	7.027123
Pvrl4	3.398633	3.24106	3.151833	3.340852	3.480514
Qars	9.042315	8.77232	9.282559	9.106002	8.927778
Qprt	6.871951	7.163169	6.561268	6.561345	6.252662
